"auto_id","quoteid","source","invoice_id","trams_remarks","total_amount","trams_received_amount","reference_no","balance_amount","payment_method","process_date","modified_date","modified_by","pay_type","added_on","added_by","cleared_date","cleared_by","is_reconciliated"
"2297","2352900","initial",NULL,NULL,"67632",NULL,NULL,NULL,,NULL,NULL,,,"2025-12-22 20:20:20","Arya Prajapati",NULL,NULL,NULL
"2298","2352900","initial",NULL,NULL,"67632",NULL,NULL,NULL,,NULL,NULL,,,"2025-12-22 20:20:22","Arya Prajapati",NULL,NULL,NULL
"2299","2352900","initial",NULL,NULL,"67632",NULL,NULL,NULL,,NULL,NULL,,,"2025-12-22 20:20:23","Arya Prajapati",NULL,NULL,NULL
"2300","2352900","initial",NULL,NULL,"67632",NULL,NULL,NULL,,NULL,NULL,,,"2025-12-22 20:20:25","Arya Prajapati",NULL,NULL,NULL
"2301","2354054",,NULL,"RIVERINA WORK SOLUTIO",,"4650","TDU33970 ",NULL,"12","2025-12-22 00:00:00",NULL,,"Bank transfars ","2025-12-22 21:39:37","Arya Prajapati",NULL,NULL,NULL
"2302","2354054",,NULL,"Flyremit",,"189","TDU33970 ",NULL,"12","2025-12-19 00:00:00",NULL,,"Bank transfer","2025-12-22 21:41:17","Arya Prajapati",NULL,NULL,NULL
"2303","2354054",,NULL,,,"2","TDU33970 ",NULL,"12","2025-12-22 00:00:00",NULL,,"Bank charges","2025-12-22 21:42:16","Arya Prajapati",NULL,NULL,NULL
"2304","2353505",,NULL,"YXX505388702",,"270","TDU33513 ",NULL,"12","2025-12-22 00:00:00",NULL,,"Credit card ","2025-12-22 22:07:10","Arya Prajapati",NULL,NULL,NULL
"2306","2353733",,NULL,"CFS2506047",,"18801","TDU33704 ",NULL,"12","2025-12-22 00:00:00",NULL,,"BFN","2025-12-22 23:00:17","Arya Prajapati",NULL,NULL,NULL
"2309","2353987",,NULL,"XTT727433351",,"132","TDU33911 ",NULL,"12","2025-12-18 00:00:00",NULL,,"Credit card ","2025-12-23 14:43:09","Arya Prajapati",NULL,NULL,NULL
"2311","2353505","initial",NULL,NULL,"4338",NULL,NULL,NULL,,NULL,NULL,,,"2025-12-23 17:47:37","Harsh Purswani",NULL,NULL,NULL
"2312","2353607","final",NULL,NULL,"4281",NULL,NULL,NULL,,NULL,NULL,,,"2025-12-23 19:42:11","Hemant Dongrani",NULL,NULL,NULL
"2316","2353891",,NULL,"FLYREMIT PRIVATE LIMITED TO ",,"7266","TDU33834 ",NULL,"12","2025-12-24 00:00:00",NULL,,"Bank transfer ","2025-12-24 17:40:05","Arya Prajapati",NULL,NULL,NULL
"2317","2350625",,NULL," PAPH Travel and Tours",,"58624","TDU25667G ",NULL,"12","2025-12-24 00:00:00",NULL,,"Bank transfer ","2025-12-24 18:21:22","Arya Prajapati",NULL,NULL,NULL
"2319","2352023","initial",NULL,NULL,"10638",NULL,NULL,NULL,,NULL,NULL,,,"2025-12-24 18:57:33","Mayur P",NULL,NULL,NULL
"2321","2350876","initial",NULL,NULL,"1067",NULL,NULL,NULL,,NULL,NULL,,,"2025-12-24 19:33:06","Hemant Dongrani",NULL,NULL,NULL
"2326","2354445",,NULL,"XTT799169745",,"3847","TDU34253 ",NULL,"12","2025-12-24 00:00:00",NULL,,"Credit card","2025-12-24 22:34:10","Arya Prajapati",NULL,NULL,NULL
"2327","2354445",,NULL,"Market Inside Limited ",,"10","TDU34253",NULL,"12","2025-12-23 00:00:00",NULL,,"Bank transfer ","2025-12-24 22:35:10","Arya Prajapati",NULL,NULL,NULL
"2328","2354646",,NULL,,,"2150",,NULL,"12","2025-12-24 00:00:00",NULL,,"Paid by CC ","2025-12-24 23:34:25","Arya Prajapati",NULL,NULL,NULL
"2330","2354646","initial",NULL,NULL,"2212",NULL,NULL,NULL,,NULL,NULL,,,"2025-12-24 23:36:48","Arya Prajapati",NULL,NULL,NULL
"2331","2353015","initial",NULL,NULL,"5248",NULL,NULL,NULL,,NULL,NULL,,,"2025-12-25 18:24:46","Hemant Dongrani",NULL,NULL,NULL
"2333","2353891","initial",NULL,NULL,"7266",NULL,NULL,NULL,,NULL,NULL,,,"2025-12-26 19:04:00","Hemant Dongrani",NULL,NULL,NULL
"2339","2353476",,NULL,"YXX139648409",,"7152","TDU33493 ",NULL,"12","2025-11-29 00:00:00",NULL,,"Credit card","2025-12-29 20:00:44","Arya Prajapati",NULL,NULL,NULL
"2340","2352675",,NULL,"YXX139648409",,"288","TDU32866 ",NULL,"12","2025-11-29 00:00:00",NULL,,"Credit card","2025-12-29 20:04:21","Arya Prajapati",NULL,NULL,NULL
"2344","2352023",,NULL,"ranch SOUTH MELBOURNE ",,"676","TDU32384 ",NULL,"12","2025-12-09 00:00:00",NULL,,"Bank transfer ","2025-12-30 13:42:32","Arya Prajapati",NULL,NULL,NULL
"2345","2353317",,NULL," Branch SOUTH MELBOURNE",,"2114","TDU33363 ",NULL,"12","2025-12-09 00:00:00",NULL,,"Bank transfer ","2025-12-30 13:43:30","Arya Prajapati",NULL,NULL,NULL
"2346","2353954",,NULL,"Branch SOUTH MELBOURNE",,"396","TDU33882 ",NULL,"12","2025-12-30 00:00:00",NULL,,"Bank transfer ","2025-12-30 13:44:30","Arya Prajapati",NULL,NULL,NULL
"2347","2354397",,NULL,"Branch SOUTH MELBOURNE ",,"3728","TDU34219",NULL,"12","2025-12-09 00:00:00",NULL,,"Bank transfer ","2025-12-30 13:49:46","Arya Prajapati",NULL,NULL,NULL
"2348","2354461",,NULL," Branch SOUTH MELBOURNE",,"4368","TDU34267 ",NULL,"12","2025-12-09 00:00:00",NULL,,"Bank transfer ","2025-12-30 13:51:02","Arya Prajapati",NULL,NULL,NULL
"2349","2353714","initial",NULL,NULL,"11438",NULL,NULL,NULL,,NULL,NULL,,,"2025-12-30 13:53:27","Arya Prajapati",NULL,NULL,NULL
"2350","2353714",,NULL,"Branch SOUTH MELBOURNE ",,"2618","TDU33689",NULL,"12","2025-12-09 00:00:00",NULL,,"Bank transfer ","2025-12-30 13:57:16","Arya Prajapati",NULL,NULL,NULL
"2351","2353714",,NULL,"JAIMINKUMAR PATEL",,"6136","TDU33689 ",NULL,"12","2025-12-21 00:00:00",NULL,,"Bank transfer ","2025-12-30 14:01:53","Arya Prajapati",NULL,NULL,NULL
"2352","2353069",,NULL,"Koniva tours and travels",,"150000","TDU26327G",NULL,"12","2025-11-13 00:00:00",NULL,,"Bank transfer ","2025-12-30 14:22:19","Arya Prajapati",NULL,NULL,NULL
"2354","2354742","initial",NULL,NULL,"1880.001",NULL,NULL,NULL,,NULL,NULL,,,"2025-12-30 17:34:09","Mayur P",NULL,NULL,NULL
"2356","2354742",,NULL,,,"1850","TDU34494-20251230173427",NULL,"12","2025-12-30 21:00:39",NULL,,"FLYWIRE","2025-12-30 21:00:39","Flywire Automation",NULL,NULL,NULL
"2359","2353496","initial",NULL,NULL,"9306",NULL,NULL,NULL,,NULL,NULL,,,"2025-12-31 16:57:02","Karthik Suriyan",NULL,NULL,NULL
"2361","2352237","initial",NULL,NULL,"336",NULL,NULL,NULL,,NULL,NULL,,,"2025-12-31 17:08:37","Hemant Dongrani",NULL,NULL,NULL
"2362","2353036",,NULL,"FLYREMIT PRIVATE LIMITED T",,"3000","TDU33145 ",NULL,"12","2025-12-31 00:00:00",NULL,,"Bank transfer ","2025-12-31 17:10:34","Arya Prajapati",NULL,NULL,NULL
"2364","2353436",,NULL,"MC WORLD TRAVEL ADVISORS PRIVATE L ",,"4416","TDU33458 ",NULL,"12","2025-12-31 00:00:00",NULL,,"Bank transfer ","2025-12-31 17:12:43","Arya Prajapati",NULL,NULL,NULL
"2365","2352352",,NULL,"FLYREMIT PRIVATE LIMITED ",,"6164","TDU32616 ",NULL,"12","2025-12-31 00:00:00",NULL,,"Bank transfer ","2025-12-31 17:14:11","Arya Prajapati",NULL,NULL,NULL
"2367","2352237",,NULL," FLYREMIT PRIVATE LIMITED",,"236","TDU32540 ",NULL,"12","2025-12-31 00:00:00",NULL,,"Bank transfer ","2025-12-31 17:16:27","Arya Prajapati",NULL,NULL,NULL
"2368","2352237",,NULL,"8% MUP",,"7","TDU32540 ",NULL,"12","2025-12-31 00:00:00",NULL,,"8% Markup Approved by Kunal ","2025-12-31 17:18:04","Arya Prajapati",NULL,NULL,NULL
"2370","2353685",,NULL,,,"4","TDU33664 ",NULL,"12","2025-12-31 00:00:00",NULL,,"Bank Charges","2025-12-31 17:26:21","Arya Prajapati",NULL,NULL,NULL
"2371","2352675",,NULL,,,"8","TDU32866",NULL,"12","2025-12-31 00:00:00",NULL,,"Bank transfer ","2025-12-31 17:28:18","Arya Prajapati",NULL,NULL,NULL
"2373","2354742","final",NULL,NULL,"1850.001",NULL,NULL,NULL,,NULL,NULL,,,"2025-12-31 17:41:56","Arya Prajapati",NULL,NULL,NULL
"2375","2354196",,NULL,"YXX604666768 - In Flywire TDU30462 Mentioned ",,"2230","TDU34062 ",NULL,"12","2025-12-31 00:00:00",NULL,,"Credit card","2025-12-31 19:00:20","Arya Prajapati",NULL,NULL,NULL
"2376","2354196","initial",NULL,NULL,"2254",NULL,NULL,NULL,,NULL,NULL,,,"2025-12-31 22:05:39","Arya Prajapati",NULL,NULL,NULL
"2377","2352352","initial",NULL,NULL,"6194",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-01 01:39:18","Hemant Dongrani",NULL,NULL,NULL
"2379","2352631",,NULL,"XTT776405710",,"4484","TDU26236G",NULL,"12","2025-12-30 00:00:00",NULL,,"Credit card","2026-01-02 14:39:18","Arya Prajapati",NULL,NULL,NULL
"2380","2353944","initial",NULL,NULL,"79",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-02 16:18:32","Arya Prajapati",NULL,NULL,NULL
"2382","2354219","initial",NULL,NULL,"7442",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-02 17:16:54","Arya Prajapati",NULL,NULL,NULL
"2383","2353767","initial",NULL,NULL,"1988",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-02 17:29:05","Hemant Dongrani",NULL,NULL,NULL
"2384","2353733","initial",NULL,NULL,"18939",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-02 17:31:51","Arya Prajapati",NULL,NULL,NULL
"2385","2353733",,NULL,,,"108","TDU33704 ",NULL,"12","2026-01-02 00:00:00",NULL,,"BFN","2026-01-02 17:32:49","Arya Prajapati",NULL,NULL,NULL
"2386","2352177","initial",NULL,NULL,"11143",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-02 17:38:28","Arya Prajapati",NULL,NULL,NULL
"2387","2354139","initial",NULL,NULL,"1868",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-02 17:48:22","Arya Prajapati",NULL,NULL,NULL
"2388","2354445","initial",NULL,NULL,"7742",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-02 18:50:23","Hemant Dongrani",NULL,NULL,NULL
"2392","2354743","initial",NULL,NULL,"2529",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-03 16:35:57","Arya Prajapati",NULL,NULL,NULL
"2393","2353556","initial",NULL,NULL,"20574",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-03 19:31:22","Hemant Dongrani",NULL,NULL,NULL
"2394","2353759","initial",NULL,NULL,"14030",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-03 23:14:40","Mayur P",NULL,NULL,NULL
"2395","2353427",,NULL,"YXX815572798",,"5300","TDU33450",NULL,"12","2026-01-03 00:00:00",NULL,,"Credit card","2026-01-05 15:32:49","Arya Prajapati",NULL,NULL,NULL
"2396","2353427","initial",NULL,NULL,"9722",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-05 15:33:52","Arya Prajapati",NULL,NULL,NULL
"2397","2354012",,NULL,"MORNING STAR TRAVELS PRIVATE ",,"1085","TDU33932 ",NULL,"12","2026-01-05 00:00:00",NULL,,"Bank transfer ","2026-01-05 17:53:34","Arya Prajapati",NULL,NULL,NULL
"2398","2354571",,NULL,"MORNING STAR TRAVELS PRIVATE",,"3381.95","TDU34362 ",NULL,"12","2026-01-05 00:00:00",NULL,,"Bank transfer ","2026-01-05 17:54:47","Arya Prajapati",NULL,NULL,NULL
"2399","2354571","initial",NULL,NULL,"3410",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-05 17:55:06","Arya Prajapati",NULL,NULL,NULL
"2400","2353036",,NULL,"FLYREMIT PRIVATE LIMITED",,"3900","TDU33145 ",NULL,"12","2026-01-05 00:00:00",NULL,,"Bank transfer ","2026-01-05 18:00:59","Arya Prajapati",NULL,NULL,NULL
"2401","2353759",,NULL,"Received $12200 AUD as below 
2/01/2026  PATEL KENEE NISHIL $ 7100
3/01/2026  HET CLEANING SERVICES $ 5100

NZD value is 14158.65",,"14158.65","TDU33725 ",NULL,"12","2026-01-05 00:00:00",NULL,,"Bank transfer ","2026-01-05 18:11:22","Arya Prajapati",NULL,NULL,NULL
"2403","2354604",,NULL,"XTT492215672",,"932","TDU34388 ",NULL,"12","2026-01-05 00:00:00",NULL,,"Credit card","2026-01-06 12:32:31","Arya Prajapati",NULL,NULL,NULL
"2406","2353934",,NULL,"Koniva Tours & Travel",,"7427.95","TDU33868 ",NULL,"12","2026-01-06 00:00:00",NULL,,"Bank transfer ","2026-01-06 22:23:15","Arya Prajapati",NULL,NULL,NULL
"2407","2354604","initial",NULL,NULL,"962",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-07 11:06:59","Maharshi Mankodi",NULL,NULL,NULL
"2409","2354223",,NULL," FLYREMIT PRIVATE LIMITED ",,"3282","TDU34084",NULL,"12","2026-01-06 00:00:00",NULL,,"Flyremit private limited","2026-01-07 16:51:25","Arya Prajapati",NULL,NULL,NULL
"2411","2354223","initial",NULL,NULL,"3312",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-07 17:48:22","Hemant Dongrani",NULL,NULL,NULL
"2412","2353934","initial",NULL,NULL,"7344",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-07 18:27:08","Hemant Dongrani",NULL,NULL,NULL
"2413","2353934","final",NULL,NULL,"7314",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-07 18:27:37","Hemant Dongrani",NULL,NULL,NULL
"2414","2353496",,NULL,"Flyremit",,"9276","TDU33507 ",NULL,"12","2026-01-07 00:00:00",NULL,,"Bank transfer ","2026-01-07 21:34:17","Arya Prajapati",NULL,NULL,NULL
"2418","2354542","initial",NULL,NULL,"6542",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-08 18:48:42","Hemant Dongrani",NULL,NULL,NULL
"2420","2354856","initial",NULL,NULL,"510",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-08 20:42:03","Mayur P",NULL,NULL,NULL
"2421","2354856",,NULL,,,"480","TDU34586-20260108204218",NULL,"12","2026-01-09 00:51:46",NULL,,"FLYWIRE","2026-01-09 00:51:46","Flywire Automation",NULL,NULL,NULL
"2423","2354779",,NULL,"MRHOLIDAY MYSTIQUE PVTLTD",,"10658","TDU34523 ",NULL,"12","2026-01-09 00:00:00",NULL,,"Bank transfer ","2026-01-09 16:05:53","Arya Prajapati",NULL,NULL,NULL
"2425","2353069",,NULL," Koniva Tours & Travel",,"39976","TDU26327G ",NULL,"12","2025-12-17 00:00:00",NULL,,"Bank transfer ","2026-01-09 16:53:52","Arya Prajapati",NULL,NULL,NULL
"2427","2353016",,NULL,"ADIONA TRAVELS PRIVATE LIMITED",,"100000","TDU26323G ",NULL,"12","2026-01-09 00:00:00",NULL,,"Bank transfer ","2026-01-09 20:18:25","Arya Prajapati",NULL,NULL,NULL
"2428","2353016","initial",NULL,NULL,"97185",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-09 20:18:55","Arya Prajapati",NULL,NULL,NULL
"2430","2352896","initial",NULL,NULL,"2380",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-09 23:00:32","Arya Prajapati",NULL,NULL,NULL
"2431","2354589",,NULL,"TDU34378 ",,"4125","TDU34378 ",NULL,"12","2026-01-09 00:00:00",NULL,,"Credit card","2026-01-10 12:42:28","Arya Prajapati",NULL,NULL,NULL
"2432","2354589",,NULL,"XTT627001661",,"215","TDU34378 ",NULL,"12","2026-01-09 00:00:00",NULL,,"Credit card","2026-01-10 12:42:56","Arya Prajapati",NULL,NULL,NULL
"2433","2354139",,NULL,"FLYREMIT PRIVATE LIMITED",,"20","TDU34028 ",NULL,"12","2025-12-31 00:00:00",NULL,,"Bank transfer ","2026-01-10 17:13:36","Arya Prajapati",NULL,NULL,NULL
"2434","2354139",,NULL,,,"24",,NULL,"12","2025-11-27 00:00:00",NULL,,"Bank Charges","2026-01-10 17:14:16","Arya Prajapati",NULL,NULL,NULL
"2435","2354542",,NULL,"FLYREMIT PRIVATE LIMITED",,"1448","TDU34341 ",NULL,"12","2025-12-31 00:00:00",NULL,,"Bank transfer ","2026-01-10 17:16:18","Arya Prajapati",NULL,NULL,NULL
"2436","2354779","initial",NULL,NULL,"11990",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-10 17:30:46","Arya Prajapati",NULL,NULL,NULL
"2440","2352766","initial",NULL,NULL,"15658",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-10 19:08:11","Hemant Dongrani",NULL,NULL,NULL
"2441","2352766","final",NULL,NULL,"15292",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-10 19:08:58","Hemant Dongrani",NULL,NULL,NULL
"2442","2353767","final",NULL,NULL,"1958",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-10 19:18:30","Hemant Dongrani",NULL,NULL,NULL
"2443","2352778",,NULL,"YXX480918016",,"136","TDU32945 ",NULL,"12","2026-01-10 00:00:00",NULL,,"Credit card","2026-01-10 21:34:19","Arya Prajapati",NULL,NULL,NULL
"2444","2353427",,NULL,"YXX211308163",,"1800","TDU33450 ",NULL,"12","2026-01-10 00:00:00",NULL,,"Credit card","2026-01-10 21:54:41","Arya Prajapati",NULL,NULL,NULL
"2445","2354779",,NULL,"YXX604666768 - In Flywire TDU30462 Mentioned",,"270","TDU34523 ",NULL,"12","2026-01-06 00:00:00",NULL,,"Credit card","2026-01-10 22:12:20","Arya Prajapati",NULL,NULL,NULL
"2446","2353427",,NULL,"YXX921293011 In Flywire TDU30462 Mentioned",,"2500","TDU33450 ",NULL,"12","2026-01-06 00:00:00",NULL,,"Credit card","2026-01-10 22:14:03","Arya Prajapati",NULL,NULL,NULL
"2447","2354779","final",NULL,NULL,"11960",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-10 22:14:44","Arya Prajapati",NULL,NULL,NULL
"2448","2354779",,NULL,"YXX321572667",,"1302","TDU34523 ",NULL,"12","2026-01-10 00:00:00",NULL,,"Credit card","2026-01-10 23:10:44","Arya Prajapati",NULL,NULL,NULL
"2449","2353427",,NULL,"YXX622465175",,"92","TDU33450 ",NULL,"12","2026-01-10 00:00:00",NULL,,"Credit card","2026-01-10 23:11:48","Arya Prajapati",NULL,NULL,NULL
"2450","2352631","initial",NULL,NULL,"7525",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-12 13:53:03","Maharshi Mankodi",NULL,NULL,NULL
"2451","2352631","final",NULL,NULL,"7495",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-12 13:53:12","Maharshi Mankodi",NULL,NULL,NULL
"2452","2352589",,NULL,"CAREWELL TRAVELS AND TOUR PRIVATE ",,"2914","TDU32798 ",NULL,"12","2026-01-12 00:00:00",NULL,,"Bank transfer ","2026-01-12 18:37:20","Arya Prajapati",NULL,NULL,NULL
"2453","2352589","initial",NULL,NULL,"6148",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-12 18:37:50","Arya Prajapati",NULL,NULL,NULL
"2454","2354800","initial",NULL,NULL,"38",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-12 18:41:44","Arya Prajapati",NULL,NULL,NULL
"2455","2354800",,NULL,"FOC file ",,"8",,NULL,"12","2026-01-12 00:00:00",NULL,,,"2026-01-12 18:42:15","Arya Prajapati",NULL,NULL,NULL
"2456","2352896",,NULL,,,"2350","TDU33030-20260109230051",NULL,"12","2026-01-13 05:44:08",NULL,,"FLYWIRE","2026-01-13 05:44:08","Flywire Automation",NULL,NULL,NULL
"2457","2353285","final",NULL,NULL,"3016",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-13 11:30:25","Job Mathew",NULL,NULL,NULL
"2458","2353233","final",NULL,NULL,"4336",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-13 11:31:37","Job Mathew",NULL,NULL,NULL
"2459","2354456",,NULL,"CONSULATE-GENERA",,"4995","TDU34262 ",NULL,"12","2025-12-29 00:00:00",NULL,,"Bank transfer ","2026-01-13 18:02:02","Arya Prajapati",NULL,NULL,NULL
"2469","2354456","initial",NULL,NULL,"4742",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-13 18:06:20","Arya Prajapati",NULL,NULL,NULL
"2476","2352630","initial",NULL,NULL,"11118",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-14 15:37:40","Job Mathew",NULL,NULL,NULL
"2477","2352630","final",NULL,NULL,"11538",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-14 15:38:29","Job Mathew",NULL,NULL,NULL
"2480","2353698","initial",NULL,NULL,"1088",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-14 22:34:32","Mayur P",NULL,NULL,NULL
"2483","2352589","final",NULL,NULL,"6118",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-15 14:01:52","Hemant Dongrani",NULL,NULL,NULL
"2485","2353980",,NULL,"Direct Credit 342189 Moneymatch",,"14000","TDU26510G",NULL,"12","2026-01-12 00:00:00",NULL,,"Bank transfer ","2026-01-16 13:05:33","Arya Prajapati",NULL,NULL,NULL
"2486","2354445",,NULL,"Parivinder",,"3847","TDU34253 ",NULL,"12","2025-12-24 00:00:00",NULL,,"Bank transfer ","2026-01-16 13:21:11","Arya Prajapati",NULL,NULL,NULL
"2487","2353436","initial",NULL,NULL,"4440",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-16 14:33:02","Hemant Dongrani",NULL,NULL,NULL
"2488","2352589",,NULL,"YXX247306677",,"3204","TDU32798 ",NULL,"12","2026-01-16 00:00:00",NULL,,"Credit card","2026-01-16 14:47:23","Arya Prajapati",NULL,NULL,NULL
"2489","2350759",,NULL,"SPORTA TECHNOLOGIES PRIVATE LTD",,"2119.21","TDU25695G",NULL,"12","2026-01-13 00:00:00",NULL,,"Bank transfer ","2026-01-16 16:28:26","Arya Prajapati",NULL,NULL,NULL
"2490","2350759",,NULL,"SPORTA TECHNOLOGIES PRIVATE LIMITED",,"23471.79","TDU25695G ",NULL,"12","2026-01-13 00:00:00",NULL,,"Bank transfer ","2026-01-16 16:29:24","Arya Prajapati",NULL,NULL,NULL
"2495","2353683","initial",NULL,NULL,"188",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-17 10:29:15","Arya Prajapati",NULL,NULL,NULL
"2496","2354935",,NULL,"YXX919767515",,"3500","TDU34647 ",NULL,"12","2026-01-16 00:00:00",NULL,,"Credit card","2026-01-17 11:23:00","Arya Prajapati",NULL,NULL,NULL
"2499","2353802","initial",NULL,NULL,"9030",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-17 23:48:40","Mayur P",NULL,NULL,NULL
"2500","2352630",,NULL,"CFT2508953",,"11536","TDU26235G ",NULL,"12","2025-12-19 00:00:00",NULL,,"BFN","2026-01-19 05:36:02","Arya Prajapati",NULL,NULL,NULL
"2503","2354971","initial",NULL,NULL,"5870",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-19 18:38:21","Harsh Purswani",NULL,NULL,NULL
"2504","2354971","initial",NULL,NULL,"5870",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-19 18:39:39","Harsh Purswani",NULL,NULL,NULL
"2506","2354072",,NULL,,,"4216.94","TDU33980",NULL,"12","2026-01-20 00:00:00",NULL,,"BANK TRANSFER","2026-01-20 18:30:22","Job Mathew",NULL,NULL,NULL
"2508","2354072","initial",NULL,NULL,"4292",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-21 15:24:51","Arya Prajapati",NULL,NULL,NULL
"2509","2354901",,NULL,"FLYREMIT PRIVATE LIMITED T",,"4170","TDU34624 ",NULL,"12","2026-01-21 00:00:00",NULL,,"Bank transfer ","2026-01-21 15:35:42","Arya Prajapati",NULL,NULL,NULL
"2514","2353581","initial",NULL,NULL,"8318",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-22 11:24:21","Hemant Dongrani",NULL,NULL,NULL
"2515","2353581",,NULL,"BFN :- CFT2512938",,"168","TDU33575",NULL,"12","2026-01-22 00:00:00",NULL,,"BFN","2026-01-22 12:56:41","Arya Prajapati",NULL,NULL,NULL
"2516","2354219",,NULL,"credit note adjusted",,"850","TDU25598G",NULL,"12","2025-12-25 00:00:00",NULL,,"Credit note","2026-01-22 14:59:13","Job Mathew",NULL,NULL,NULL
"2517","2354070","initial",NULL,NULL,"9190",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-22 15:33:37","Karthik Suriyan",NULL,NULL,NULL
"2518","2350759",,NULL,"Spota holodays 
",,"10000","TDU25695G ",NULL,"12","2026-01-19 00:00:00",NULL,,"Bank transfer ","2026-01-22 16:02:11","Arya Prajapati",NULL,NULL,NULL
"2519","2355058",,NULL,,,"1018","TDU34741-20260121205249",NULL,"12","2026-01-22 16:21:48",NULL,,"FLYWIRE","2026-01-22 16:21:48","Flywire Automation",NULL,NULL,NULL
"2520","2354971",,NULL,"GP TRIPS INDIA PVT",,"5855","TDU34673 ",NULL,"12","2026-01-20 00:00:00",NULL,,"Bank transfer ","2026-01-22 17:05:38","Arya Prajapati",NULL,NULL,NULL
"2522","2354971","final",NULL,NULL,"5840",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-22 17:06:06","Arya Prajapati",NULL,NULL,NULL
"2524","2355035",,NULL,"CHAHNA TOURS AND TRAVELS PVT LTD 4",,"4448.96","TDU34725 ",NULL,"12","2026-01-22 00:00:00",NULL,,"Bank transfer ","2026-01-22 17:14:07","Arya Prajapati",NULL,NULL,NULL
"2526","2354579","initial",NULL,NULL,"3022",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-22 18:40:14","Hemant Dongrani",NULL,NULL,NULL
"2527","2354723",,NULL,"BFN CFT2513350",,"2847","TDU34477 ",NULL,"12","2026-01-22 00:00:00",NULL,,"BFN","2026-01-22 21:52:13","Arya Prajapati",NULL,NULL,NULL
"2529","2354936","initial",NULL,NULL,"956",NULL,NULL,NULL,,NULL,NULL,,,"2026-01-22 22:12:44","Karthik Suriyan",NULL,NULL,NULL
"2530","2354936",,NULL,"XTT622323925",,"926","TDU34648 ",NULL,"12","2026-01-22 00:00:00",NULL,,"Credit card","2026-01-22 22:14:24","Arya Prajapati",NULL,NULL,NULL
"2532","2355032",,NULL,"PRICOL TRAVEL PRIVATE LIMITE",,"4440","TDU34722 ",NULL,"12","2026-01-22 00:00:00",NULL,,"Bank transfer ","2026-01-22 23:25:07","Arya Prajapati",NULL,NULL,NULL
"2533","2352969",,NULL,"YXX484340225",,"2000","TDU33086",NULL,"12","2026-01-22 00:00:00",NULL,,"Credit card","2026-01-23 14:32:20","Arya Prajapati",NULL,NULL,NULL
"2534","2352857",,NULL,"TRAVEL TROOPS GLOBAL PVT LTD",,"2100","TDU32999",NULL,"12","2025-12-16 00:00:00",NULL,,"Bank transfer ","2026-01-23 15:15:17","Arya Prajapati",NULL,NULL,NULL
"2535","2352857",,NULL,"TRAVEL TROOPS GLOBAL PVT LTD",,"3631","TDU32999",NULL,"12","2025-12-18 00:00:00",NULL,,"Bank transfer ","2026-01-23 15:16:11","Arya Prajapati",NULL,NULL,NULL
